---system-- -----virtual-memory----
 int   csw |majpf minpf alloc  free
9117    11k|   0    27k   39k  215k
9402    12k|   0    21k   27k  111k
  12k   18k|   0    59k   61k   63k
  10k   15k|   0    21k   23k 7540 
  18k   27k|   0   232k  222k   77k
  16k   38k|   0   334k  364k   18k
  16k   35k|   0   403k  429k   21k
  13k   32k|   0   331k  353k 6458 
  17k   44k|   0   384k  411k   26k
  16k   47k|   0   330k  353k 8813 
  18k   39k|   0   352k  375k   32k
  13k   35k|   0   348k  371k 6261 
  12k   31k|   0   352k  376k 8864 
  13k   32k|   0   346k  367k 9130 
  14k   32k|   0   376k  400k   15k
  12k   31k|   0   213k  208k 6211 
9919    25k|   0    98k   93k  149k
8393    20k|   0    66k   80k  302k
8324    20k|   0    66k   81k  303k
  13k   44k|   0    97k  113k  357k
  12k   38k|   0    65k   80k  295k
  11k   31k|   0    66k   80k  297k
  10k   28k|   0   133k  153k  382k
9451    23k|   0    65k   80k  299k
  10k   25k|   0   118k  137k  372k
9266    24k|   0    66k   81k  307k
  12k   24k|   0   108k  125k  376k
8993    21k|   0    58k   71k  290k
  11k   20k|   0    43k   53k  187k
  11k   16k|   0    45k   48k  874k
9765    14k|   0    52k   65k  547k
  12k   17k|   0    24k   33k   23k
  12k   24k|   0    39k   72k   55k
  15k   45k|   0   268k  283k   91k
  16k   47k|   0   770k  818k   58k
  14k   42k|   0   778k  826k   16k
  15k   41k|   0   814k  864k   26k
  20k   46k|   0   832k  878k   74k
  17k   52k|   0   825k  876k   47k
  17k   51k|   0   214k  214k   14k
  13k   35k|   0    84k   96k  285k
  11k   32k|   0    69k   83k  304k
  11k   28k|   0    85k   99k  316k
  13k   33k|   0   120k  138k  412k
9338    24k|   0    66k   80k  302k
  12k   28k|   0   120k  139k  416k
  10k   26k|   0    69k   87k  319k
9422    24k|   0    74k   90k  338k
  12k   29k|   0    84k  100k  363k
9340    24k|   0    68k   83k  309k
  11k   27k|   0   128k  149k  420k
  13k   39k|   0    69k   87k  378k
  12k   27k|   0    20k   26k  130k
9050    13k|   0  7967  9515   958k
8887    12k|   0    50k   65k  515k
  11k   20k|   0    13k   19k   10k
  11k   13k|   0  8902    10k   11k
