---system-- -----virtual-memory----
 int   csw |majpf minpf alloc  free
8128    12k|   0    83k   89k   18k
9509    18k|   0   224k  245k   11k
  11k   23k|   0   404k  413k 9955 
  12k   24k|   0   460k  462k   13k
  13k   32k|   0   458k  458k   15k
  12k   22k|   0   161k  187k  956k
  11k   17k|   0    32k   51k 1027k
7843  9673 |   0    18k   19k 7600 
  12k   25k|   0   320k  350k   20k
  12k   25k|   0   383k  421k   19k
  11k   25k|   0   327k  331k   20k
  12k   23k|   0   589k  591k   62k
  13k   40k|   0   870k  872k   20k
  13k   43k|   0   175k  228k 2012k
  11k   30k|   0    55k   64k  610k
  14k   49k|   0   721k  789k   38k
  15k   48k|   0   687k  709k   30k
  18k   50k|   0   867k  871k   88k
  12k   38k|   0   880k  886k   14k
  12k   41k|   0   110k  169k 2305k
  11k   29k|   0    37k   53k  968k
  12k   13k|   0   173k  186k   59k
  14k   24k|   0   377k  418k   42k
  13k   29k|   0   336k  372k 7390 
  13k   31k|   0   255k  279k   11k
  13k   28k|   0   386k  387k   35k
  12k   26k|   0   406k  407k   13k
  11k   22k|   0   397k  397k 5003 
  11k   24k|   0   412k  413k 7095 
  11k   22k|   0   405k  406k 4790 
  14k   35k|   0   377k  379k   10k
  10k   22k|   0   240k  245k  195k
  12k   25k|   0    31k   75k 1726k
  14k   21k|   0    35k   74k 1432k
8823    11k|   0    27k   33k  589k
9776    15k|   0    19k   20k   16k
9712    18k|   0   152k  166k   27k
  10k   24k|   0   321k  355k 5805 
  11k   27k|   0   333k  369k   12k
  12k   29k|   0   323k  357k   11k
  12k   28k|   0   218k  229k   10k
  14k   30k|   0   456k  456k   30k
  12k   25k|   0   400k  401k 6872 
  14k   33k|   0   421k  423k   20k
  13k   29k|   0   446k  447k   21k
  13k   29k|   0   412k  413k   12k
  12k   28k|   0   635k  633k   19k
  11k   23k|   0   328k  296k   27k
  11k   25k|   0    70k  107k 1430k
  12k   25k|   0    43k   89k 1765k
8646    15k|   0    10k   29k  843k
  11k   16k|   0    36k   43k  581k
8504    12k|   0    17k   18k   12k
8955    16k|   0   146k  157k   25k
  13k   30k|   0   307k  340k   11k
  12k   30k|   0   357k  394k   16k
  11k   27k|   0   314k  347k   15k
  13k   31k|   0   370k  408k   20k
  14k   31k|   0   280k  276k   27k
  12k   27k|   0   403k  404k 9792 
  12k   26k|   0   386k  388k   17k
  13k   29k|   0   417k  419k   13k
  13k   28k|   0   446k  447k   20k
  11k   26k|   0   429k  430k 7830 
  13k   30k|   0   540k  542k   13k
  13k   29k|   0   369k  370k   21k
  13k   29k|   0   284k  285k   13k
  11k   23k|   0    70k  105k 1370k
  11k   25k|   0    36k   79k 1615k
  12k   23k|   0    23k   60k 1405k
  13k   33k|   0    11k   14k  722k
  12k   24k|   0    49k   59k  176k
  14k   46k|   0    15k   21k   18k
  14k   34k|   0   251k  272k   30k
  17k   62k|   0   375k  416k   17k
  14k   36k|   0   317k  352k   19k
  17k   59k|   0   319k  356k   31k
  17k   50k|   0   351k  388k   37k
  16k   48k|   0   236k  239k   20k
  17k   50k|   0   411k  413k 8277 
  14k   38k|   0   513k  515k   41k
  17k   50k|   0   393k  395k   13k
  15k   44k|   0   432k  434k   18k
  16k   40k|   0   425k  428k   13k
  14k   33k|   0   390k  392k 9701 
  14k   33k|   0   404k  405k 8229 
  15k   33k|   0   414k  415k   18k
  14k   34k|   0   329k  330k 7061 
  16k   33k|   0   216k  242k  954k
  23k   41k|   0    60k  125k 2419k
  17k   34k|   0    19k   63k 1602k
  12k   20k|   0    52k   54k  840k
  11k   32k|   0    25k   37k  127k
  10k   18k|   0    21k   24k   22k
8962    15k|   0    80k   84k   48k
  12k   31k|   0   297k  328k 7624 
  11k   29k|   0   326k  361k 9201 
  11k   29k|   0   306k  340k 5542 
  12k   31k|   0   299k  333k 6685 
  12k   31k|   0   299k  332k 8280 
  14k   36k|   0   245k  265k   12k
  12k   27k|   0   252k  247k 5809 
  13k   33k|   0   471k  473k   19k
  15k   37k|   0   403k  404k   12k
  11k   27k|   0   381k  381k 4441 
  11k   27k|   0   410k  410k 7560 
  15k   43k|   0   621k  622k   14k
  23k   74k|   0   561k  571k   35k
  16k   40k|   0   426k  427k   15k
  20k   68k|   0   426k  424k   20k
  18k   55k|   0   296k  298k   14k
  19k   46k|   0   266k  284k  758k
  15k   43k|   0    36k   79k 1613k
  11k   27k|   0    32k   73k 1551k
8844    21k|   0    11k   50k 1505k
  10k   15k|   0  7636    13k  417k
  12k   21k|   0    35k   48k  758k
  12k   23k|   0    14k   17k   12k
  11k   20k|   0    18k   22k   17k
  13k   28k|   0   172k  189k   40k
  11k   30k|   0   294k  324k 5686 
  15k   42k|   0   337k  373k   11k
  19k   69k|   0   306k  340k 6401 
  17k   51k|   0   375k  417k   13k
  16k   48k|   0   325k  362k   21k
  19k   50k|   0   271k  288k   42k
  14k   36k|   0   278k  275k 8471 
  16k   38k|   0   419k  418k   12k
  16k   50k|   0   382k  383k 9358 
  13k   30k|   0   384k  385k 5689 
  19k   60k|   0   489k  491k   34k
  17k   40k|   0   482k  475k   13k
  14k   35k|   0   389k  390k 6807 
  13k   28k|   0   393k  394k   16k
  13k   30k|   0   381k  382k   17k
  14k   32k|   0   408k  409k   38k
  19k   57k|   0   310k  312k   17k
  19k   68k|   0   288k  292k   14k
  16k   43k|   0   223k  234k  345k
  12k   29k|   0    37k   74k 1408k
  13k   32k|   0    36k   76k 1515k
  12k   27k|   0    31k   67k 1378k
9425    21k|   0  9109    44k 1349k
9052    13k|   0  4766  6635   347k
8353  9926 |   0    21k   31k  825k
7854  9206 |   0    19k   21k 7294 
7853  9673 |   0  9662    10k 7177 
9787    17k|   0    70k   74k   28k
  13k   36k|   0   297k  329k 9227 
  12k   34k|   0   292k  324k 6085 
  12k   34k|   0   290k  321k 5478 
  11k   31k|   0   281k  313k 4185 
  13k   34k|   0   293k  326k 8354 
  13k   34k|   0   380k  423k   17k
  12k   32k|   0   276k  305k 9672 
  12k   30k|   0   148k  137k 4496 
  12k   30k|   0   365k  365k 4254 
  14k   33k|   0   506k  507k 9603 
  13k   32k|   0   377k  379k 9371 
  13k   30k|   0   372k  373k 5215 
  13k   30k|   0   373k  373k 4426 
  13k   32k|   0   381k  383k 9955 
  12k   30k|   0   423k  424k 7450 
